ReportingResultId,GeographicAreaId,GeographicAreaName,GeographicAreaCode_ISO3,GeographicAreaCode_ISO2,ComponentId,ComponentName,ReportingResultIndicatorId,ReportingResultIndicatorName,ReportingResultValue,ReportingResultYear,ReportingResultSemester,ReportingResultSource,MeetsFinancialCriteria
65284884-27f6-4ca0-b2e3-012d0b083709,8fb62e59-521e-4728-9cb0-375a01e2dedb,Madagascar,MDG,MG,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,2600224,2006,2,Mid 2007 Global Fund Results.,True
33ce1c9e-173c-4816-99e2-01474928b1f3,6edd1ebf-5c1a-4c58-a3f4-69bd2e882d35,Eritrea,ERI,ER,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),1625,2009,2,Mid 2010 Global Fund Results.,True
cdc79fb4-cec9-4b8b-88ce-017323a6dabd,0ce9c9f6-40cb-429a-a51f-93cd10773722,Thailand,THA,TH,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,82340,2006,2,Mid 2007 Global Fund Results.,True
f711b66a-12ea-45b2-942b-01a8cd33ca09,b64c29b4-0131-4f67-8c06-da720fc20e63,Iran (Islamic Republic),IRN,IR,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),7602,2012,2,Mid 2013 Global Fund Results.,True
b497beb3-9652-4524-90a7-01bec7f6032f,8f384746-ca2a-4520-98b5-181529b697a4,Morocco,MAR,MA,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,2207,2008,2,Mid 2009 Global Fund Results.,True
75aab0ce-4291-43f1-8f02-01c5d35dc2bc,d75fca8c-d7e4-4c8d-9c44-91d6112827c7,Cambodia,KHM,KH,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),39651,2005,2,Mid 2006 Global Fund Results.,True
2d8e0ef7-ccb1-4589-bb88-01d5199e0d3d,ed3fb9ed-a462-4743-b6d3-12b20f363974,Côte d'Ivoire,CIV,CI,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),73782,2008,2,Mid 2009 Global Fund Results.,True
8ea6ca91-ac13-41d5-a765-01e916d1ef22,265a29e3-6d91-4488-8f21-05dbf5040837,Kyrgyzstan,KGZ,KG,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,287178,2014,2,Mid 2015 Global Fund Results.,True
795701d0-1fe1-43d1-bf61-01efa6806696,013e944b-94da-41e1-90d1-b22b4f87f1cc,Kenya,KEN,KE,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,11377042,2012,2,Mid 2013 Global Fund Results.,True
15cc76b0-8ff2-48ad-bc58-01f9eb972942,6e687023-6549-45be-ad92-e64151157471,Ghana,GHA,GH,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,37428,2010,2,Mid 2011 Global Fund Results.,True
cd1e5dbe-2e84-4011-a890-02262b3501a8,38565614-b542-4558-96f5-6c0ab3e36f97,Honduras,HND,HN,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),17871,2016,2,Mid 2017 Global Fund Results.,True
393691ce-23eb-4bfa-91ba-022a534d0122,8821256b-ea63-4407-adbf-3ddf43878055,Congo (Democratic Republic),COD,CD,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,64249361,2016,2,Mid 2017 Global Fund Results.,True
24cbd075-1b0c-4080-949d-023fe20d3a49,d75fca8c-d7e4-4c8d-9c44-91d6112827c7,Cambodia,KHM,KH,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),52393,2009,2,Mid 2010 Global Fund Results.,True
179b4e3c-7b06-49c5-bc8b-027d13d7bad6,c357c367-5c94-4ccc-b849-fc4f61159000,Sudan,SDN,SD,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,20746991,2016,2,Mid 2017 Global Fund Results.,True
701398b6-c265-4d4e-843c-02b39be164f1,82e09033-8cac-43fe-9144-dd8cb648818d,Multicountry Western Pacific,QMJ,,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),2441,2009,2,Mid 2010 Global Fund Results.,True
8a8898cf-3806-4764-aa4a-02c0ec65736a,430b8acd-ef36-4ef1-8231-0e730499d19a,Nigeria,NGA,NG,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,93415464,2014,2,Mid 2015 Global Fund Results.,True
a9922971-fba3-48bd-b3e3-02d6ade4f16b,5f1b1f25-2479-438c-a84f-8093d3477a36,Burkina Faso,BFA,BF,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,42397,2013,2,Mid 2014 Global Fund Results.,True
f826a49d-2c99-446f-8ccc-02d75346aade,5dc7f407-48e2-47dc-9e54-9a94e49999fe,Senegal,SEN,SN,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,4078,2008,2,Mid 2009 Global Fund Results.,True
38a2300d-fab0-43fc-ab3f-02eaaed2ecc6,5f1b1f25-2479-438c-a84f-8093d3477a36,Burkina Faso,BFA,BF,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,34124,2011,2,Mid 2012 Global Fund Results.,True
4b648cd5-3dd9-4e66-a090-02ee3db4c4a3,d0e17d32-68e3-481a-9ca5-bac4e685c119,Indonesia,IDN,ID,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,974150,2009,2,Mid 2010 Global Fund Results.,True
58a21806-cb91-4ba1-83e4-02f14ed11b85,0ce9c9f6-40cb-429a-a51f-93cd10773722,Thailand,THA,TH,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,3299,2016,2,Mid 2017 Global Fund Results.,True
ef9249c0-7e3b-4a30-9f9a-0302cff6c077,abd20e6f-1d8d-4fd0-964e-f429e276d3ac,Cameroon,CMR,CM,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),126635,2016,2,Mid 2017 Global Fund Results.,True
08e8de3a-e170-4dd2-898f-032b1988ca4b,73d2cd6b-1e4c-4641-b763-a6e4731d5402,Guatemala,GTM,GT,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,359069,2007,2,Mid 2008 Global Fund Results.,True
3955399b-e9f8-40dd-8bb3-032ed28c7e58,d9728bba-df64-4ff5-9968-f195de080917,Sierra Leone,SLE,SL,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,7651,2011,2,Mid 2012 Global Fund Results.,True
4e4a9afb-69fa-4a41-86f6-034204aa86bc,31cfcff9-d8a9-471b-a939-2b027cdf3f12,Lao (Peoples Democratic Republic),LAO,LA,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,1145094,2010,2,Mid 2011 Global Fund Results.,True
47630cfb-1a05-423e-b776-034f778a550d,42cc3494-bc21-45e8-8c04-157e6290abfd,Equatorial Guinea,GNQ,GQ,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,2330,2011,2,Mid 2012 Global Fund Results.,True
2ba1b7c3-11e2-4a21-885b-03765ce6c75e,01ad29a8-26df-4d6a-8ab6-b2268b79f21d,Ecuador,ECU,EC,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),21723,2011,2,Mid 2012 Global Fund Results.,True
4c1e5531-441a-4566-9a78-038395b95864,a76e4125-b5f5-41c8-8bcc-82d9dc5d1342,Rwanda,RWA,RW,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),32614,2014,2,Mid 2015 Global Fund Results.,True
40ed96f0-2fca-46b2-9781-039d48ca73f9,a1313a6f-19ba-457f-b0eb-5ff2c5c55b6d,Yemen,YEM,YE,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,1750,2016,2,Mid 2017 Global Fund Results.,True
b723253a-1a1b-4b9b-b6bc-03a4f23d8b90,63887eb8-fa1d-45d5-8fd3-acbb7c2188c6,Central African Republic,CAF,CF,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),15566,2011,2,Mid 2012 Global Fund Results.,True
b05e1277-173d-41c5-be36-03addaece25e,d7c904fa-9dcd-426f-8b43-75a3391ab549,Palestine,PSE,PS,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,11,2009,2,Mid 2010 Global Fund Results.,True
9afc576b-cb15-4451-bebe-03c3d8bf2368,430b8acd-ef36-4ef1-8231-0e730499d19a,Nigeria,NGA,NG,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,128391520,2016,2,Mid 2017 Global Fund Results.,True
e4199b69-0bfa-40fc-9934-03cfc1c00d13,9fa56c37-6f5d-4f04-a8ef-d41b4b7e1502,Sao Tome and Principe,STP,ST,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,11,2009,2,Mid 2010 Global Fund Results.,True
bcee39a7-b3df-4df2-b58a-03d0c0e3b3d1,8821256b-ea63-4407-adbf-3ddf43878055,Congo (Democratic Republic),COD,CD,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,15683568,2013,2,Mid 2014 Global Fund Results.,True
e932e322-f7a5-4645-9f82-03d9ffb55ea2,b47fa8ac-e827-469f-8bc0-2b0250577e9a,Gabon,GAB,GA,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,512295,2013,2,Mid 2014 Global Fund Results.,True
845e19df-04cd-4f38-b8a5-040862976c16,19a42508-b05c-4128-a2ed-ff5eea6af30d,Tanzania (United Republic),TZA,TZ,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,22894251,2012,2,Mid 2013 Global Fund Results.,True
16a72bba-eb6e-42c3-a9b4-041c94a8056d,6edd1ebf-5c1a-4c58-a3f4-69bd2e882d35,Eritrea,ERI,ER,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,2117658,2010,2,Mid 2011 Global Fund Results.,True
97274cfc-ef09-4007-8876-0456566c5e24,56c65361-a920-473c-b1c7-76b842d66bae,Bolivia (Plurinational State),BOL,BO,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,1624,2011,2,Mid 2012 Global Fund Results.,True
ccd3d74d-ddf2-4b56-b9d4-045d6f4fd16b,5407d575-ab23-4db6-ac34-b5eb567da7f0,Zambia,ZMB,ZM,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,526881,2013,2,Mid 2014 Global Fund Results.,True
1c279c4d-1ca9-4321-b44b-046b20633413,65cde444-a6b9-4286-bfb2-519fdfc91f81,South Sudan,SSD,SS,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,15145,2015,2,Mid 2016 Global Fund Results.,True
2e336444-6384-4bd7-8a95-0474c0846fbc,82e09033-8cac-43fe-9144-dd8cb648818d,Multicountry Western Pacific,QMJ,,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),3659,2013,2,Mid 2014 Global Fund Results.,True
80ad0dae-29cd-4a1a-a40d-04877d36c715,65cde444-a6b9-4286-bfb2-519fdfc91f81,South Sudan,SSD,SS,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),20910,2013,2,Mid 2014 Global Fund Results.,True
4dc66be7-f8f6-4676-b913-0487f0896fa0,5dc7f407-48e2-47dc-9e54-9a94e49999fe,Senegal,SEN,SN,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,400000,2006,2,Mid 2007 Global Fund Results.,True
d3389cda-8d87-440d-9fd9-04a014653f2b,92f5ad2d-0fdd-4f50-8f68-2cdd31aa4925,Syrian Arab Republic,SYR,SY,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),6644,2014,2,Mid 2015 Global Fund Results.,True
7910b0a1-f22c-47dd-aed4-04a40c7f4056,65cde444-a6b9-4286-bfb2-519fdfc91f81,South Sudan,SSD,SS,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,9000,2005,2,Mid 2006 Global Fund Results.,True
b0e32d11-791d-4566-8f46-04d6b7b9a176,9d297717-49cc-4938-9a53-24856950bd74,Colombia,COL,CO,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,74,2016,2,Mid 2017 Global Fund Results.,True
f7f5d1f9-65df-4593-931b-04ee98cd8f7d,90fb7820-b2f0-4401-bc77-067270585a9b,Viet Nam,VNM,VN,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,4646818,2012,2,Mid 2013 Global Fund Results.,True
00bcd553-13c5-429a-9927-04f72b6b66c3,82e09033-8cac-43fe-9144-dd8cb648818d,Multicountry Western Pacific,QMJ,,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,215902,2006,2,Mid 2007 Global Fund Results.,True
0b8acae4-44ea-4b66-a0e6-0505ff379fc4,c357c367-5c94-4ccc-b849-fc4f61159000,Sudan,SDN,SD,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),9117,2007,2,Mid 2008 Global Fund Results.,True
1ec81c44-d907-47b3-9446-05214c24094b,430b8acd-ef36-4ef1-8231-0e730499d19a,Nigeria,NGA,NG,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,18188,2007,2,Mid 2008 Global Fund Results.,True
4a966a00-2848-469e-9d90-052312e45b3f,8f384746-ca2a-4520-98b5-181529b697a4,Morocco,MAR,MA,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,7038,2014,2,Mid 2015 Global Fund Results.,True
fa720167-fd76-4289-9815-0523281b75f3,c5cf823c-3aaf-4237-adff-e734cb741fa1,El Salvador,SLV,SV,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),4125,2012,2,Mid 2013 Global Fund Results.,True
e9c67d68-f031-4a0b-bbb9-053e13885b7a,ec4cbe95-b688-4ab8-bb5b-61f6d90910a9,Uzbekistan,UZB,UZ,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,25950,2016,2,Mid 2017 Global Fund Results.,True
2424bc7c-448c-4132-845e-05529bef0804,a6616b6a-7432-482b-af74-e2c4e544efa0,Fiji,FJI,FJ,7a7e3f22-e4d1-4f2a-b6a4-9f1b794429c3,Tuberculosis,8ba105f3-4f4c-40cf-958a-e5f171f002c4,Laboratory-confirmed pulmonary TB detected and treated (cumulative),211,2012,2,Mid 2013 Global Fund Results.,True
027cae85-84ad-4fdc-ba7d-056b0fc5383d,783da83c-cc7d-4eac-8145-d4deba77606d,Bulgaria,BGR,BG,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,210,2006,2,Mid 2007 Global Fund Results.,True
2e9132fe-e5c2-411b-bd73-0575c8c3ece7,ed3fb9ed-a462-4743-b6d3-12b20f363974,Côte d'Ivoire,CIV,CI,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,7328,2005,2,Mid 2006 Global Fund Results.,True
a9373874-ea52-4ceb-96ef-05801ed5b924,ed3fb9ed-a462-4743-b6d3-12b20f363974,Côte d'Ivoire,CIV,CI,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,26820754,2016,2,Mid 2017 Global Fund Results.,True
621b15dc-b710-4020-85ec-0594531ab8ba,d619f707-e72b-429a-9050-1ee690e285d8,Bhutan,BTN,BT,6077f91a-b3fa-4307-946b-03935bab4bb0,Malaria,4a56e5c3-f2d8-4379-8031-9a24727c7225,Insecticide-treated nets distributed,230658,2010,2,Mid 2011 Global Fund Results.,True
200fa875-8461-446b-a95c-059469627002,a76e4125-b5f5-41c8-8bcc-82d9dc5d1342,Rwanda,RWA,RW,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,66384,2008,2,Mid 2009 Global Fund Results.,True
ff6efd9d-83f0-419c-8b00-05ea676ebe3f,8f5db665-828c-4560-b959-155d0e156a30,Belarus,BLR,BY,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,2990,2010,2,Mid 2011 Global Fund Results.,True
6af4906d-fd1f-482a-9322-05eab3c3a354,780f55f5-d8cd-4189-944e-e2b82dcc317b,Congo,COG,CG,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,1452,2015,2,Mid 2016 Global Fund Results.,True
ccd18f1b-674e-4e6e-8037-060440324c92,2afb8ffb-ea1a-42a0-b9a8-357ca8434d92,Haiti,HTI,HT,d6adb260-7f63-4a94-8b4e-58b933baf76c,HIV/AIDS,2fbe153b-6c4a-4a17-8809-80be2fe7fcc8,People currently on antiretroviral therapy,43180,2012,2,Mid 2013 Global Fund Results.,True
